datetime,address,c,h,l,o,type,v
2024-10-23 06:57:00,8jv1q4Z1jbd22A5MSWruC77DhHESwMr6Er3D8hBXpump,0.00018030202758526501,0.0002791641221411709,6.402364930102996e-05,6.402364930102996e-05,3m,810540694.472053
2024-10-23 07:00:00,8jv1q4Z1jbd22A5MSWruC77DhHESwMr6Er3D8hBXpump,0.0001778966970131699,0.00029125841570328773,0.0001132526715246796,0.00018030202758526501,3m,1057837500.5500152
2024-10-23 07:03:00,8jv1q4Z1jbd22A5MSWruC77DhHESwMr6Er3D8hBXpump,0.0003261715405925618,0.0005888766055617901,0.0001778966970131699,0.0001778966970131699,3m,798430997.4411567
2024-10-23 07:06:00,8jv1q4Z1jbd22A5MSWruC77DhHESwMr6Er3D8hBXpump,0.0005491934114021172,0.0007853464912338858,0.0002721892860230258,0.0003261715405925618,3m,587005717.8451838
2024-10-23 07:09:00,8jv1q4Z1jbd22A5MSWruC77DhHESwMr6Er3D8hBXpump,0.0005820048561463762,0.0006768889996570911,0.00044810741216153797,0.0005491934114021172,3m,293128111.08375865
2024-10-23 07:12:00,8jv1q4Z1jbd22A5MSWruC77DhHESwMr6Er3D8hBXpump,0.0004355754839895555,0.0006189076277844386,0.0003162910391774994,0.0005820048561463762,3m,394084911.75262684
2024-10-23 07:15:00,8jv1q4Z1jbd22A5MSWruC77DhHESwMr6Er3D8hBXpump,0.0004116792839589417,0.0005138148684449347,0.0003284183032552364,0.0004355754839895555,3m,249848665.70218715
2024-10-23 07:18:00,8jv1q4Z1jbd22A5MSWruC77DhHESwMr6Er3D8hBXpump,0.0004959864804603145,0.0005311442877014822,0.00028347244641461567,0.0004116792839589417,3m,224698831.905257
2024-10-23 07:21:00,8jv1q4Z1jbd22A5MSWruC77DhHESwMr6Er3D8hBXpump,0.0005090389114677929,0.0006591612292936541,0.0004065616636230401,0.0004959864804603145,3m,122562884.63121703
2024-10-23 07:24:00,8jv1q4Z1jbd22A5MSWruC77DhHESwMr6Er3D8hBXpump,0.0004179739828362711,0.0005090389114677929,0.0003467446173239708,0.0005090389114677929,3m,103037488.39727001
2024-10-23 07:27:00,8jv1q4Z1jbd22A5MSWruC77DhHESwMr6Er3D8hBXpump,0.0005859925522867401,0.000609151690390339,0.0004179739828362711,0.0004179739828362711,3m,153842833.24963504
2024-10-23 07:30:00,8jv1q4Z1jbd22A5MSWruC77DhHESwMr6Er3D8hBXpump,0.0007301717030276678,0.001066303836355133,0.0005521229625293923,0.0005859925522867401,3m,170461306.09208688
2024-10-23 07:33:00,8jv1q4Z1jbd22A5MSWruC77DhHESwMr6Er3D8hBXpump,0.0008603497067163781,0.0011087433933093867,0.0007270432250406269,0.0007301717030276678,3m,218066303.14977497
2024-10-23 07:36:00,8jv1q4Z1jbd22A5MSWruC77DhHESwMr6Er3D8hBXpump,0.0008153440794341914,0.0009980773783900775,0.0006637205002108991,0.0008603497067163781,3m,158967558.84838185
2024-10-23 07:39:00,8jv1q4Z1jbd22A5MSWruC77DhHESwMr6Er3D8hBXpump,0.0007549638333719878,0.0009379169476676814,0.0006214220409282181,0.0008153440794341914,3m,176180343.31376
2024-10-23 07:42:00,8jv1q4Z1jbd22A5MSWruC77DhHESwMr6Er3D8hBXpump,0.0009149682868004068,0.0011286183013204537,0.0007173941957403048,0.0007549638333719878,3m,186853038.83085194
2024-10-23 07:45:00,8jv1q4Z1jbd22A5MSWruC77DhHESwMr6Er3D8hBXpump,0.0009248314106550631,0.0010931486748244684,0.0007230844265132797,0.0009149682868004068,3m,162459284.38538897
2024-10-23 07:48:00,8jv1q4Z1jbd22A5MSWruC77DhHESwMr6Er3D8hBXpump,0.001055819037228144,0.0011677438885775114,0.0008824625627894825,0.0009248314106550631,3m,121510799.929823
2024-10-23 07:51:00,8jv1q4Z1jbd22A5MSWruC77DhHESwMr6Er3D8hBXpump,0.0010121157796173339,0.001207136268226511,0.0009401167276750154,0.001055819037228144,3m,99417713.24808903
2024-10-23 07:54:00,8jv1q4Z1jbd22A5MSWruC77DhHESwMr6Er3D8hBXpump,0.000704031357779309,0.0010655237839556852,0.0005899933862289951,0.0010121157796173339,3m,172121677.41388997
2024-10-23 07:57:00,8jv1q4Z1jbd22A5MSWruC77DhHESwMr6Er3D8hBXpump,0.0007598142915485861,0.0008429100061006367,0.0005733798674493886,0.000704031357779309,3m,129627570.69345897
2024-10-23 08:00:00,8jv1q4Z1jbd22A5MSWruC77DhHESwMr6Er3D8hBXpump,0.0004453860889342966,0.0007609175379336571,0.0003810596481495778,0.0007598142915485861,3m,264496187.04404902
2024-10-23 08:03:00,8jv1q4Z1jbd22A5MSWruC77DhHESwMr6Er3D8hBXpump,0.0005951689570214897,0.0006804264823098303,0.000442431849785317,0.0004453860889342966,3m,144627589.3648878
2024-10-23 08:06:00,8jv1q4Z1jbd22A5MSWruC77DhHESwMr6Er3D8hBXpump,0.0003759155449319881,0.000660284956345936,0.00030940109343886174,0.0005951689570214897,3m,171752099.22069302
2024-10-23 08:09:00,8jv1q4Z1jbd22A5MSWruC77DhHESwMr6Er3D8hBXpump,0.00045697846210758085,0.0005090498250731815,0.0003414940384219391,0.0003759155449319881,3m,167266217.84497696
2024-10-23 08:12:00,8jv1q4Z1jbd22A5MSWruC77DhHESwMr6Er3D8hBXpump,0.000506057228346124,0.0005449056293625383,0.00041539256883008996,0.00045697846210758085,3m,97389306.754556
2024-10-23 08:15:00,8jv1q4Z1jbd22A5MSWruC77DhHESwMr6Er3D8hBXpump,0.0003483057743864384,0.000506057228346124,0.0003397860705474084,0.000506057228346124,3m,107674865.12886702
2024-10-23 08:18:00,8jv1q4Z1jbd22A5MSWruC77DhHESwMr6Er3D8hBXpump,0.0003545750115055862,0.0004172672662263261,0.00032000942657136255,0.0003483057743864384,3m,92463191.70941904
2024-10-23 08:21:00,8jv1q4Z1jbd22A5MSWruC77DhHESwMr6Er3D8hBXpump,0.00037901716099876905,0.0003832313816072819,0.0003139110384739864,0.0003545750115055862,3m,94890033.94569091
2024-10-23 08:24:00,8jv1q4Z1jbd22A5MSWruC77DhHESwMr6Er3D8hBXpump,0.0003562466279619039,0.00038667373933632407,0.00033772961612073,0.00037901716099876905,3m,56333845.03846801
2024-10-23 08:27:00,8jv1q4Z1jbd22A5MSWruC77DhHESwMr6Er3D8hBXpump,0.00042858532392896003,0.000430590398095818,0.0003557288554004445,0.0003562466279619039,3m,39787754.98186601
2024-10-23 08:30:00,8jv1q4Z1jbd22A5MSWruC77DhHESwMr6Er3D8hBXpump,0.0004664768843579574,0.0004807716603652586,0.00037094347953288876,0.00042858532392896003,3m,48246471.69473404
2024-10-23 08:33:00,8jv1q4Z1jbd22A5MSWruC77DhHESwMr6Er3D8hBXpump,0.00037809460568419414,0.0005044266075646559,0.00037809460568419414,0.0004664768843579574,3m,59704877.074533
2024-10-23 08:36:00,8jv1q4Z1jbd22A5MSWruC77DhHESwMr6Er3D8hBXpump,0.0003101224553624708,0.00037809460568419414,0.00030765079557599617,0.00037809460568419414,3m,116627917.5991301
2024-10-23 08:39:00,8jv1q4Z1jbd22A5MSWruC77DhHESwMr6Er3D8hBXpump,0.0004304838330753877,0.00043086769987283615,0.00027244530125649453,0.0003101224553624708,3m,92594259.73861301
2024-10-23 08:42:00,8jv1q4Z1jbd22A5MSWruC77DhHESwMr6Er3D8hBXpump,0.0006152186153720608,0.0006846492342716243,0.00034739531583127364,0.0004304838330753877,3m,112284347.94629103
2024-10-23 08:45:00,8jv1q4Z1jbd22A5MSWruC77DhHESwMr6Er3D8hBXpump,0.0005494336585646256,0.0006152186153720608,0.0004858796377996577,0.0006152186153720608,3m,89711603.81672603
2024-10-23 08:48:00,8jv1q4Z1jbd22A5MSWruC77DhHESwMr6Er3D8hBXpump,0.0008421691429271107,0.0013205071752431575,0.0005494336585646256,0.0005494336585646256,3m,154857685.60672113
2024-10-23 08:51:00,8jv1q4Z1jbd22A5MSWruC77DhHESwMr6Er3D8hBXpump,0.0007994942214329707,0.0008558375605109673,0.0007100267593398109,0.0008421691429271107,3m,75392108.74728397
2024-10-23 08:54:00,8jv1q4Z1jbd22A5MSWruC77DhHESwMr6Er3D8hBXpump,0.0009662569025110424,0.0010073844130279212,0.0007580643489503872,0.0007994942214329707,3m,59491492.44168199
2024-10-23 08:57:00,8jv1q4Z1jbd22A5MSWruC77DhHESwMr6Er3D8hBXpump,0.0009164091476347087,0.0010432806375028686,0.0008582095834310683,0.0009662569025110424,3m,89642867.86028898
2024-10-23 09:00:00,8jv1q4Z1jbd22A5MSWruC77DhHESwMr6Er3D8hBXpump,0.0008626385691699812,0.0010064318449458916,0.0007305210372596601,0.0009164091476347087,3m,91403582.13571899
2024-10-23 09:03:00,8jv1q4Z1jbd22A5MSWruC77DhHESwMr6Er3D8hBXpump,0.0007412109102744087,0.0008857880319239926,0.0006748437999404005,0.0008626385691699812,3m,68286125.29616702
2024-10-23 09:06:00,8jv1q4Z1jbd22A5MSWruC77DhHESwMr6Er3D8hBXpump,0.0008170585344678046,0.0008489509081048793,0.0007232779020897463,0.0007412109102744087,3m,26569996.895305023
2024-10-23 09:09:00,8jv1q4Z1jbd22A5MSWruC77DhHESwMr6Er3D8hBXpump,0.0005996052636790391,0.0008231859914030528,0.0005348487979930555,0.0008170585344678046,3m,66051108.80427903
2024-10-23 09:12:00,8jv1q4Z1jbd22A5MSWruC77DhHESwMr6Er3D8hBXpump,0.0008568239228817879,0.0009734152749771121,0.0005793464158011175,0.0005996052636790391,3m,101429891.83420594
2024-10-23 09:15:00,8jv1q4Z1jbd22A5MSWruC77DhHESwMr6Er3D8hBXpump,0.0010937041824693756,0.0016735223680956121,0.0008568239228817879,0.0008568239228817879,3m,171413697.38329014
2024-10-23 09:18:00,8jv1q4Z1jbd22A5MSWruC77DhHESwMr6Er3D8hBXpump,0.0011299389137775374,0.0012462294972783174,0.0009613024987729945,0.0010937041824693756,3m,63803900.032375984
2024-10-23 09:21:00,8jv1q4Z1jbd22A5MSWruC77DhHESwMr6Er3D8hBXpump,0.0011273727292094742,0.0013923524524690394,0.0009923247939796348,0.0011299389137775374,3m,70194006.17908902
2024-10-23 09:24:00,8jv1q4Z1jbd22A5MSWruC77DhHESwMr6Er3D8hBXpump,0.001184589447880919,0.0017832518161123873,0.0010276830717979343,0.0011273727292094742,3m,62743712.62987702
2024-10-23 09:27:00,8jv1q4Z1jbd22A5MSWruC77DhHESwMr6Er3D8hBXpump,0.0012323199759093086,0.0013910352474236132,0.0011611818250194463,0.001184589447880919,3m,57984475.7914261
2024-10-23 09:30:00,8jv1q4Z1jbd22A5MSWruC77DhHESwMr6Er3D8hBXpump,0.0010704375714597394,0.0012772734183980033,0.0010216670847198967,0.0012323199759093086,3m,45248090.05149102
2024-10-23 09:33:00,8jv1q4Z1jbd22A5MSWruC77DhHESwMr6Er3D8hBXpump,0.0010550553954943478,0.0011233669608843174,0.0008888267577794778,0.0010704375714597394,3m,73891643.268316
2024-10-23 09:36:00,8jv1q4Z1jbd22A5MSWruC77DhHESwMr6Er3D8hBXpump,0.001064565164228732,0.0010650222253861426,0.0009396816466600098,0.0010550553954943478,3m,25408890.276696
2024-10-23 09:39:00,8jv1q4Z1jbd22A5MSWruC77DhHESwMr6Er3D8hBXpump,0.0010376601753865145,0.0011589226050274038,0.0009456664053499969,0.001064565164228732,3m,27690572.154594
2024-10-23 09:42:00,8jv1q4Z1jbd22A5MSWruC77DhHESwMr6Er3D8hBXpump,0.0011147711615779462,0.001178204879697497,0.0010087259557353028,0.0010376601753865145,3m,14784158.209681008
2024-10-23 09:45:00,8jv1q4Z1jbd22A5MSWruC77DhHESwMr6Er3D8hBXpump,0.0008718414771650731,0.001197633311226467,0.0008385426175594953,0.0011147711615779462,3m,42633428.810230985
2024-10-23 09:48:00,8jv1q4Z1jbd22A5MSWruC77DhHESwMr6Er3D8hBXpump,0.0007910228560452573,0.0009588185739739511,0.0007065839496527743,0.0008718414771650731,3m,45313434.84796701
2024-10-23 09:51:00,8jv1q4Z1jbd22A5MSWruC77DhHESwMr6Er3D8hBXpump,0.0008069701938718008,0.000851852712832426,0.0007138942431465785,0.0007910228560452573,3m,45996362.59386902
2024-10-23 09:54:00,8jv1q4Z1jbd22A5MSWruC77DhHESwMr6Er3D8hBXpump,0.0005969324332276935,0.0008396873631247888,0.0005923128398050788,0.0008069701938718008,3m,64937055.37165397
2024-10-23 09:57:00,8jv1q4Z1jbd22A5MSWruC77DhHESwMr6Er3D8hBXpump,0.000688140116144161,0.0008900360091387516,0.0005969324332276935,0.0005969324332276935,3m,61282298.08431296
2024-10-23 10:00:00,8jv1q4Z1jbd22A5MSWruC77DhHESwMr6Er3D8hBXpump,0.0009344770392774392,0.0009462608473305566,0.000688140116144161,0.000688140116144161,3m,37290118.354579985
2024-10-23 10:03:00,8jv1q4Z1jbd22A5MSWruC77DhHESwMr6Er3D8hBXpump,0.0009187290094517334,0.0010247227833008277,0.0009010252450094882,0.0009344770392774392,3m,33851415.946112
2024-10-23 10:06:00,8jv1q4Z1jbd22A5MSWruC77DhHESwMr6Er3D8hBXpump,0.0007629168794487687,0.001143552400707639,0.0007448453380436183,0.0009187290094517334,3m,36627213.61267298
2024-10-23 10:09:00,8jv1q4Z1jbd22A5MSWruC77DhHESwMr6Er3D8hBXpump,0.0007614402450553115,0.000847152344150296,0.000686143185889809,0.0007629168794487687,3m,37729886.369692996
2024-10-23 10:12:00,8jv1q4Z1jbd22A5MSWruC77DhHESwMr6Er3D8hBXpump,0.0013213992551689541,0.0019341880211928293,0.0007614402450553115,0.0007614402450553115,3m,185640618.5989879
2024-10-23 10:15:00,8jv1q4Z1jbd22A5MSWruC77DhHESwMr6Er3D8hBXpump,0.0012403728192976842,0.0014238942464090813,0.0011685700384015366,0.0013213992551689541,3m,43536813.576712
2024-10-23 10:18:00,8jv1q4Z1jbd22A5MSWruC77DhHESwMr6Er3D8hBXpump,0.0012423917993134102,0.001439784680306836,0.0011937984693957764,0.0012403728192976842,3m,30644143.66913398
2024-10-23 10:21:00,8jv1q4Z1jbd22A5MSWruC77DhHESwMr6Er3D8hBXpump,0.0015057481171707116,0.0015653436860207375,0.001199291569157538,0.0012423917993134102,3m,47352493.731593
2024-10-23 10:24:00,8jv1q4Z1jbd22A5MSWruC77DhHESwMr6Er3D8hBXpump,0.0013382723147008176,0.0015703046790081965,0.001287027932980554,0.0015057481171707116,3m,32236630.327569015
2024-10-23 10:27:00,8jv1q4Z1jbd22A5MSWruC77DhHESwMr6Er3D8hBXpump,0.0017418369690256536,0.0019029752213925322,0.0013171098458956633,0.0013382723147008176,3m,62554867.993734024
2024-10-23 10:30:00,8jv1q4Z1jbd22A5MSWruC77DhHESwMr6Er3D8hBXpump,0.0016198458528631963,0.0021030176668561415,0.0015461787168865454,0.0017418369690256536,3m,40390740.943242
2024-10-23 10:33:00,8jv1q4Z1jbd22A5MSWruC77DhHESwMr6Er3D8hBXpump,0.001542705326180562,0.0017130604196557296,0.0014737979704014918,0.0016198458528631963,3m,20630373.948438007
2024-10-23 10:36:00,8jv1q4Z1jbd22A5MSWruC77DhHESwMr6Er3D8hBXpump,0.0014799785600254657,0.001665445462915085,0.0014176534211773383,0.001542705326180562,3m,30408924.83171801
2024-10-23 10:39:00,8jv1q4Z1jbd22A5MSWruC77DhHESwMr6Er3D8hBXpump,0.0012884032788910201,0.0014799785600254657,0.001265935520407069,0.0014799785600254657,3m,28628848.796262
2024-10-23 10:42:00,8jv1q4Z1jbd22A5MSWruC77DhHESwMr6Er3D8hBXpump,0.0011301667004372747,0.001646628169613266,0.0008794566176157803,0.0012884032788910201,3m,104795980.53429507
